CurrentLoan,CreditScore,Income,Years,Debt,YearsofCreditHistory,Delinquent,OpenAccounts,CreditProblems,CreditBalance,MaxOpenCredit
160996,7040,556149,10,3355.4,15.8,0,7,1,139992,264022
757372,699,7475360,8,56999.62,39.4,36,11,0,2151883,2854126
221496,723,1912920,1,5914.13,10,0,4,0,260129,314424
220902,,,2,7225.7,20.5,0,28,0,264670,2173446
99999999,732,857869,0,8578.69,16,0,4,0,439755,526570
610632,,,10,49723.57,17.1,0,17,0,804764,1335004
215732,702,4192065,10,29659,23,45,12,0,382090,543510
659472,616,2278176,10,54296.49,20.9,52,9,0,1264773,1525480
107360,746,927105,5,6080.38,20.5,35,12,0,95855,449394
783486,712,3106348,10,77658.7,18.6,0,17,0,1570692,2981462
99999999,728,1084254,7,14095.34,13,0,10,0,129846,155804
87296,,,10,15048.57,15.4,0,9,1,105906,227106
246730,729,535078,1,3495.81,14,0,11,0,1425,829796
134376,728,773680,4,14377.49,7,26,7,0,101270,179300
444004,714,1380445,1,18521.01,11,53,17,0,368315,706068
202620,729,1701241,3,18713.67,13.5,0,8,0,287774,391534
99999999,663,821788,8,9039.63,11,0,7,0,251256,400180
620312,,,3,14493.2,15.1,48,11,0,477755,1162150
456280,749,2251728,4,44096.34,16.8,0,24,0,1038483,2055460
756998,731,2241468,10,29699.47,20.3,25,12,0,702639,1327216
502502,656,1144560,4,30044.7,9.9,50,22,0,325945,477136
108680,662,1407900,3,3883.6,16.8,54,7,0,7049,43956
269060,721,1278073,6,6411.74,26.7,7,4,0,101954,123376
137808,707,557916,0,7011.19,10,0,3,0,58653,75394
357874,704,736915,1,15659.42,18.5,0,19,0,525198,1115840
99999999,744,524552,3,10141.25,16.3,0,8,0,130758,529408
225214,6970,849794,4,8993.46,16.5,7,15,1,173660,349690
351780,,,5,14811.07,22.9,35,8,0,80332,200068
259512,,,4,7022.59,13.9,0,8,0,206511,608454
560824,706,2122927,1,16346.46,18.4,22,5,0,107768,228140
520300,720,2340325,10,31009.33,11.9,0,10,0,280307,338096
221782,748,3830780,3,31444.43,38.3,26,15,0,391495,696300
189068,723,1113324,8,11133.24,21,0,5,1,104177,161040
276034,741,1154668,2,15270.49,18.3,0,9,0,310536,638660
123244,730,560196,1,6348.85,15.8,59,12,0,50179,229636
754446,716,2792430,8,28459.53,21.6,0,11,0,429989,638330
137280,,,4,18484.34,13,0,9,1,130131,203610
130834,747,1355821,2,2971.6,11.7,0,3,0,123329,383856
139062,,,10,11461.18,22.6,68,6,1,118104,451308
777326,714,1879689,3,14880.8,27.9,0,11,0,258951,986326
140998,751,951330,5,9433.88,17.9,26,8,0,82669,376860
111914,751,715236,1,1203.84,10.7,0,6,0,7885,194304
67012,,,1,11157.94,12.2,0,10,0,58273,636482
789030,,,1,30420.71,5.3,0,8,0,548245,727980
99999999,714,606727,6,8291.79,12.8,0,13,0,137807,188826
436612,,,4,13807.11,10,0,10,0,132791,327140
446600,710,1349950,10,41623.3,15,0,18,0,448324,1121186
112662,729,369740,2,4252.01,10.8,0,11,0,96425,198660
99999999,737,1386050,2,16286.23,15.8,0,11,0,403864,681692
430210,697,930069,7,9300.69,12.7,15,14,0,153501,550264
758912,675,3651648,5,23522.76,21.3,3,9,0,360487,899580
172326,,,7,3048.93,7,0,5,0,84341,144254
331914,700,2255604,7,27631.13,14.5,6,24,0,356763,590128
221474,735,765092,1,10539.11,11.6,27,4,0,73435,99682
112420,,,2,13568.28,19,56,11,1,19418,99044
264660,,,1,20599.8,15.6,0,13,0,12578,393426
221320,679,955700,10,15848.85,20.6,77,7,0,111302,234762
259534,743,1389717,7,19710.79,17.6,0,11,0,259635,519222
332024,750,1491044,3,8387.17,15.7,48,11,0,248064,825374
331694,,,9,20460.72,12.8,0,16,0,434872,727672
202752,749,1926144,4,16051.2,25,0,12,0,332842,1082532
132902,737,784377,5,9150.97,13.1,0,8,0,299250,369798
32670,,,3,1354.13,11.6,0,5,0,25669,183502
99999999,746,816829,4,2334.72,29.5,0,6,0,156104,1348974
130834,690,2353872,1,15967.03,13.8,14,13,1,6213,32714
333168,711,1093393,4,16036.57,15.4,0,17,0,393832,737902
234630,729,484462,10,5854.09,19.8,12,9,0,230337,396902
135146,733,1294736,10,15105.19,18.3,62,10,1,102201,220770
97746,737,461472,1,3049.69,21.2,26,6,0,127471,440572
263186,6530,1098580,2,16478.7,14.1,31,11,1,164312,243298
219758,746,3416238,7,42418.26,33.2,0,10,0,254866,1612644
403040,737,1450365,10,12569.83,15.4,0,15,0,4617,281666
267454,698,1347423,9,16955.03,22.6,0,9,0,174363,245300
99999999,748,865963,5,11834.91,18.4,0,9,0,81130,321706
224268,736,1936860,10,33410.93,16,71,8,0,476577,549626
215798,741,573420,1,13093.09,23.4,0,13,0,294367,862928
445324,704,1124952,10,18252.16,14.6,0,8,0,93024,238260
207636,731,735205,1,18196.3,8.5,0,11,0,145312,266222
318230,690,611762,10,17690.14,18,0,13,0,171475,390874
445368,716,1788565,7,24145.58,19.9,0,16,0,401888,979682
82808,,,0,7250.02,14.7,0,15,0,100757,254166
659010,672,4268597,1,51934.41,18,52,17,0,399057,634722
218284,736,1036849,9,18836.22,8.5,0,12,0,146566,272866
236148,739,529511,3,741.19,10.1,0,6,0,26087,272118
721028,691,1251188,1,22208.34,16,0,15,0,611439,995764
106546,701,1338322,10,25093.49,17.9,2,15,1,68514,346434
306438,711,888592,3,19030.78,12.9,22,13,0,96805,219340
514184,694,890929,0,20268.63,28.7,0,7,0,200051,240790
179454,706,542431,3,13334.58,10.6,0,9,0,224675,466224
177540,673,2108183,10,28460.48,18.3,44,10,0,418342,497332
321794,,,4,18897.4,10.6,7,9,0,331968,406758
111562,719,880023,2,10267.03,12,77,12,0,114114,514096
86240,,,1,3520.89,10.1,0,6,0,107825,245762
151096,,,4,2251.12,27.7,31,11,1,49552,246268
211222,742,648812,1,18166.85,27,0,11,0,345705,635360
428010,717,833264,10,21386.97,26.4,0,6,0,616436,1074942
788480,720,9338880,10,40546.38,7.3,0,7,0,326496,1092608
481910,,,2,17105.32,17.8,0,10,0,209988,792022
223036,750,1223144,1,8001.47,12.7,0,7,0,143241,623502
178794,722,1479511,6,38467.21,10.5,0,8,0,299003,353276
567512,719,1706884,10,33568.63,15,48,11,0,409450,1070212
239316,738,1303400,2,16835.71,16.5,66,8,0,64277,133606
328416,702,1039984,2,11526.35,19.9,0,9,0,201913,363594
189816,723,1967070,10,30981.4,14.9,0,14,0,269534,1009976
223300,750,1903439,4,18558.44,25.8,0,24,0,1014619,8332104
426294,7150,1170571,10,21655.63,17.9,38,11,0,534565,664818
100386,744,1637610,5,16785.55,8.7,0,7,0,79325,182952
90728,6550,711436,10,7173.64,16,0,10,0,357219,558932
547866,,,5,23956.91,19.4,0,10,0,278559,622644
397870,,,6,17892.49,12.8,46,14,1,231895,366828
346060,,,10,10843.11,21,59,11,1,215574,438680
430232,746,2043602,8,12806.57,13.6,20,11,0,202369,497508
552640,720,1336384,8,16259.44,15.5,43,8,1,291669,787248
193512,734,621414,2,14551.53,8.3,0,8,0,226765,394834
99999999,712,1001376,7,7585.37,16,47,10,0,127167,302984
620620,709,1884515,8,14683.58,21.7,58,11,1,331664,800074
224092,705,1119252,2,13244.52,24.5,69,11,0,244454,309034
56408,740,2388452,10,30452.82,16.8,33,12,0,396644,582824
99999999,724,507623,6,609.14,6.3,0,7,0,5700,471020
445148,732,1728088,5,30659.16,16.8,0,15,0,760323,1030876
161414,731,1486864,10,24657.25,16.8,0,8,0,512202,643236
388872,,,10,33533.1,30.4,0,9,0,1112184,1375858
697686,675,1989224,4,30667.14,38.5,7,10,0,509618,988416
610280,7200,2691730,10,28038.87,30.7,0,16,0,957144,1181532
282964,,,2,4839.11,30.6,0,7,1,104519,162690
134244,732,1185334,0,17582.41,25.5,8,9,0,155363,214918
326304,739,1784784,1,36469.17,22.6,39,5,0,202996,247940
311872,680,1063810,6,28191.06,12.2,0,10,0,391723,591338
328218,707,982661,3,11136.85,18.2,0,8,0,251237,297462
99999999,713,1782257,8,7114.17,18.2,16,5,0,48184,58652
306922,,,1,14342.34,18.3,43,12,0,322582,640684
99999999,742,478192,10,5578.78,20.7,74,6,0,55195,199122
156904,728,1475787,0,40706.93,24,0,20,0,918802,1271072
56364,704,954180,5,31170.07,8,38,11,0,354122,921426
173382,,,5,11005.56,15,0,9,0,90117,190784
781704,716,1735992,1,30235.27,32,15,21,0,736136,1198846
88022,740,1140228,1,16818.42,17.5,0,6,1,72143,134288
99999999,732,2273464,10,2898.83,26.6,23,12,1,220077,382624
225324,738,1945980,1,31784.34,32.9,0,8,0,90516,342474
114312,750,1590775,9,3499.8,34,0,7,0,107806,780120
196504,742,1037058,1,17111.4,23.5,78,8,1,161861,264330
307164,718,636652,6,13900.4,19.7,0,3,1,318630,381920
574992,687,1950008,2,46475.33,13,43,21,0,234061,818774
284482,750,1417457,10,10926.33,14.6,25,11,0,42446,501534
787336,702,2952980,10,30760.05,15.7,0,16,0,408652,843480
255926,729,1046938,5,10731.01,13.4,0,5,0,133342,163900
424644,635,816905,6,20150.45,17,61,22,0,69046,251416
99999999,661,669731,1,14120.04,22.6,8,11,0,258172,914166
99999999,704,937080,3,11791.59,12,0,4,0,132088,273130
169752,,,10,20273.95,16,42,7,1,105621,151184
786940,674,1825292,5,14450.26,7.5,0,7,0,126673,586652
213422,644,447032,1,3222.4,10.1,0,2,0,132050,157300
438416,,,6,13536.17,20.4,73,8,1,30799,228602
215226,751,1858770,10,7961.76,19.9,29,11,0,38361,312840
111606,700,1060257,10,22883.79,16.9,15,23,0,318383,1480534
90134,740,1983258,6,16576.93,17.1,15,9,0,291365,367488
99999999,738,2248574,7,18119.73,17.5,0,13,0,178201,289388
99999999,738,2001289,10,31186.79,17.6,0,10,0,744344,880374
325952,718,1463779,2,7880.06,12.3,0,4,0,83486,163042
141108,710,899954,10,4837.21,18.3,0,7,1,131176,249810
327800,722,1321089,10,16183.25,11.2,0,13,0,237082,327954
204402,730,629755,2,12122.95,12.2,0,10,1,170753,342672
141218,741,666938,3,10504.15,14.5,0,6,0,67526,145618
268114,689,545851,10,9734.46,9.2,0,7,0,145882,449240
139744,737,1398381,10,14449.88,31.4,0,11,1,261022,514866
112750,652,2040980,10,25171.96,20,0,7,0,766232,849002
541068,688,1112811,10,31808.09,15.6,0,16,0,387220,947914
78386,719,564186,4,319.77,10.5,16,4,0,5225,108086
219472,747,2274528,1,21987.18,20.8,33,22,0,151639,624844
99999999,747,3351942,6,28770.75,25,0,20,0,505210,2867546
156926,,,1,11607.67,16.6,0,22,0,466564,555808
211596,708,875653,8,6034.78,9.7,0,4,0,31445,46266
329274,,,3,18484.34,8.9,0,6,0,148922,219648
107360,674,834480,10,8010.97,17.9,0,6,0,97831,113872
315700,698,696103,10,13167.95,16,0,7,0,234232,295460
679008,668,1418730,5,21044.59,11.6,0,11,0,578189,858308
89584,7400,1643918,7,16028.02,11,0,5,0,100111,250888
89078,725,519251,1,4759.88,9.7,0,7,0,71136,320518
238766,725,575472,4,13907.24,10.9,0,7,0,271035,355410
113784,716,566922,1,5536.98,8.9,0,9,0,174344,273526
221210,,,10,36441.81,21.3,0,14,0,751241,1775224
240790,,,5,18432.47,11.4,40,9,0,187549,1438206
99999999,737,2112572,2,27815.43,17.9,73,6,0,636614,791780
610038,704,2332896,2,15591.59,13.8,18,10,0,208297,699050
179674,710,504317,4,5673.59,9.2,0,8,0,193078,462880
142846,747,1233651,10,16448.68,19.4,0,14,0,179588,535920
223278,743,886939,10,16061.08,19.2,0,7,0,215384,828586
208340,,,10,25959.7,16.1,0,11,0,9177,236324
788480,,,1,27287.04,32,0,14,0,485735,759022
162338,,,2,3057.48,12,0,3,0,91998,123992
143814,664,479522,2,15624.08,6,0,7,0,9728,64350
99999999,735,960830,3,17775.45,16.7,61,11,0,241984,670274
260590,7280,731443,9,5741.8,20.3,0,10,1,176890,336336
173668,740,2437396,5,34123.62,30.3,0,22,0,513019,1702052
545468,707,1028185,1,19877.99,23.5,0,12,0,410343,705980
608234,640,1555036,10,31619.04,12.9,0,15,0,383572,542278
220132,7460,722437,5,8970.09,14.5,15,15,0,233966,442662
257752,673,1335586,7,22482.32,12.3,0,12,0,164597,201872
216194,704,914888,10,13647.32,14,15,8,0,235030,360932
99999999,746,3224965,2,40849.43,17.9,61,13,0,459971,860398
151954,7210,393699,0,8890.86,30,47,11,1,71155,175648
438944,678,794086,2,19719.91,8.3,0,9,0,49457,252296
99999999,692,931513,2,17776.4,17.7,0,10,1,65949,95458
164120,6820,1133958,10,12473.5,29.3,21,9,3,77805,220836
246664,713,855950,1,10841.97,18.8,60,16,0,167580,552816
99999999,746,2535588,5,31483.57,19,0,10,0,481574,666996
555676,734,2879355,2,41030.88,19.1,6,14,0,304494,498696
108988,,,3,9451.74,7.3,0,6,0,112822,185306
99999999,737,967936,6,3057.1,16.5,8,7,1,55062,206316
770088,725,4180418,1,20031.32,16.2,60,10,0,446823,794750
442772,739,1816381,1,29970.22,27.5,17,15,0,627551,1219174
225434,742,1421257,6,12317.7,19.6,0,18,0,1284666,3567146
214566,,,10,22418.67,17.4,16,7,0,42978,114400
475860,720,1647794,2,15104.81,12.5,81,9,0,128953,572088
769846,706,2739553,8,26482.39,14.8,17,12,0,221122,495220
99999999,706,1058091,10,25217.75,21.5,0,12,0,455164,599566
723360,692,1249459,10,24052.1,14.5,0,16,1,305026,957154
129734,740,971109,3,9783.86,14.5,20,6,0,51718,84084
99999999,729,500327,1,2831,8,0,7,0,67469,338162
96602,,,6,10273.49,16,0,7,0,123899,368786
218988,739,453910,2,6789.65,16,75,18,0,74005,1020118
66418,750,1095369,5,13783.17,14.4,0,16,0,21090,343948
776402,704,1532616,10,24521.78,20.9,0,9,0,515736,640750
110000,698,1235000,7,10054.99,14.2,0,12,0,233833,499554
290004,684,1047508,8,30028.55,21,9,14,0,244549,417010
99999999,712,1985595,10,29453.04,31.1,20,13,0,493772,875534
330770,716,1428287,6,17258.27,18.1,44,16,1,162146,557084
256344,704,1291620,10,40900.92,17.5,0,9,0,115976,307318
516538,721,2323472,6,36594.57,17.3,0,14,0,774782,1125630
355454,,,3,16736.15,19.9,26,5,0,83277,133364
99999999,746,3290420,10,57856.52,24,0,14,0,981236,1184744
224928,741,2331072,6,4545.56,12.4,0,4,0,180557,319198
224664,729,873126,10,22628.43,21.3,63,11,0,219184,361548
99999999,746,2564582,7,38896.04,29.1,0,12,0,445626,630784
99999999,738,1313774,4,21677.29,26.3,8,16,0,380741,1217810
106238,730,2867100,1,47785,19.3,24,19,0,538441,797258
99999999,746,2244774,10,22447.74,21.8,33,10,0,225036,356444
331034,717,1238838,5,19718.01,15.4,38,11,0,491834,754292
171732,730,711949,4,11450.35,8.6,0,10,0,58463,251614
99999999,748,1341951,10,16438.8,19.9,0,17,0,321290,941798
311982,692,1710684,6,22381.43,20.8,25,17,1,224903,466664
161062,732,734122,3,13336.67,15,0,9,1,156617,297286
333564,742,1113894,8,16615.69,15.7,17,17,0,307800,1153394
104676,718,998146,10,7269.78,18,45,5,0,111777,216062
332222,,,10,15531.36,10.5,61,20,1,186808,276980
717948,736,3100192,1,14390.03,15.4,10,7,0,667147,1364792
99999999,744,1264621,10,17072.26,30,0,12,0,520581,1772870
350592,744,1646388,3,13994.26,23.4,17,6,0,301074,501600
520146,700,898814,0,13631.93,34.4,0,7,0,816316,1465442
782166,,,7,32810.34,16.4,5,16,0,964174,2040984
99999999,724,472017,3,6057.39,5.1,0,5,0,72124,261822
752950,714,2336772,8,31546.46,18,53,12,0,557004,998360
379390,,,8,23754.75,22,63,9,0,354483,658834
752554,,,7,17743.15,10.2,0,11,0,140030,667194
161304,730,1300208,9,6609.34,12.4,0,6,0,261668,383042
264110,,,1,9427.8,22.9,37,19,1,75639,921822
329648,652,1200743,9,14408.84,12.9,40,8,0,194636,278212
676434,674,1541888,9,39703.73,19.8,0,26,0,528390,1160962
631708,6660,1186189,1,13443.45,29.8,26,20,0,128041,661892
216590,734,1215867,10,19038.19,19,31,16,0,145825,307560
161678,701,1648440,10,40523.77,18.6,6,11,0,280193,352638
260282,738,749284,5,18482.44,12.5,0,12,0,327731,459976
327668,745,660288,4,8583.63,10.4,30,11,0,245005,703934
222706,,,0,9251.48,12.2,81,7,0,92245,409222
125334,688,474088,0,11141.22,12,0,9,1,33079,91828
475552,747,2712136,10,22262.11,29.8,0,10,0,786581,1045682
99999999,707,661010,1,8978.83,8,0,7,0,84417,170588
437932,725,3403926,1,66376.5,27.2,0,22,0,2033665,3767610
586212,706,1931369,8,35891.19,15.7,31,9,1,124849,368764
66044,696,418209,4,2641.76,13.6,0,4,0,60762,79222
99999999,737,965371,1,539.03,12.5,0,8,0,11609,584144
179014,745,1391389,10,17160.42,28.8,42,12,0,201229,418330
488224,701,938030,5,12116.11,13.1,0,6,2,132943,208010
440506,,,1,31237.71,17,0,17,0,710315,937838
215446,746,837311,1,13536.36,15.1,8,11,0,185611,230604
99999999,741,1256242,3,5548.38,10.6,23,14,0,97926,270622
336600,7120,1283602,10,33694.6,31,48,17,0,342114,709918
198308,733,551836,4,9151.16,9.9,0,14,0,136762,356642
407638,694,705033,10,21150.99,26,31,9,0,370386,559152
99999999,633,810996,10,6737.97,28,0,5,0,296875,429154
561044,719,2595780,1,13151.99,20.6,0,5,0,946713,1309660
71830,685,876831,1,6210.91,21.5,25,6,0,66690,161898
99999999,694,443593,5,4620.8,8.2,59,7,0,117857,194392
252868,715,1177411,10,11578.03,10,0,10,0,62396,213136
99999999,663,210178,3,1548.12,10.6,0,5,0,0,0
223498,722,1602080,10,26434.32,19.7,0,11,0,268299,770858
217822,733,1956430,7,7939.91,14.6,0,4,0,68495,108658
131890,695,1518632,2,16072.29,14.2,21,7,2,33478,59378
99999999,719,1743345,5,31089.7,16.3,5,15,0,384389,969672
215380,740,781242,10,11393.16,21.7,33,7,0,108015,174438
439692,742,1993613,1,40370.44,17.4,43,6,0,187416,250580
126434,695,794086,4,3685.81,37.6,81,10,1,80047,278366
778624,,,10,40226.8,23,0,23,0,1019806,14760482
786786,696,1747278,10,24753.2,15.5,23,12,0,170981,1253032
412676,674,1311760,8,20113.78,17.5,0,13,0,542773,1142702
151096,722,708358,9,7201.57,16.3,0,5,0,359157,848694
337370,,,1,37552.36,12.5,0,24,0,1029724,1733006
172458,718,670244,2,12343.73,17.7,8,13,0,139194,426360
154704,740,1299011,10,4438.4,19.3,22,7,0,87248,322784
756074,694,3693904,2,37246.84,15.4,0,13,0,367935,509608
174548,703,678395,3,14924.69,6.1,0,6,0,297160,469414
178420,729,885286,3,12910.5,9,0,4,0,140942,178354
215710,732,2328792,6,44829.17,17,0,16,0,261573,352616
99999999,725,537206,3,5640.72,9.9,0,8,0,118712,253132
347292,717,850041,2,18842.68,19.2,0,8,0,130568,277376
99999999,745,1671259,2,7534.64,15.5,0,14,0,96425,177782
245388,,,4,10893.46,12.8,0,7,0,212268,421608
343948,717,1311912,5,19350.74,20.1,25,18,1,317414,459404
766238,,,1,41358.82,22.6,4,11,0,410286,654368
336864,,,8,11171.62,16,23,11,0,98420,267498
99999999,641,2199858,6,32997.87,18.5,48,20,1,326211,878416
139656,741,980001,4,25398.25,22.6,12,9,0,22230,130702
421234,684,1556328,10,16211.75,17.1,12,6,0,49590,67562
154814,,,0,7675.05,35,0,9,0,201552,399608
76472,712,1000160,8,22420,19.1,0,13,0,252225,557370
242990,719,1039775,10,29460.26,27.6,0,12,0,592914,882420
302610,,,1,7336.85,7,0,4,0,51509,146894
354618,672,873145,10,20300.74,13.9,54,9,0,392977,497838
349294,745,1771009,8,16234.36,14.4,16,10,0,172558,356180
50292,,,10,29175.64,20.8,62,13,0,335806,592724
197670,,,10,26644.84,25.9,36,15,0,502569,969870
468820,740,1718892,10,14897.14,30.7,53,7,0,119909,351494
543136,725,1629060,10,35431.77,13,29,7,0,441693,860992
529474,709,1276572,9,15105.95,15.5,0,10,0,305520,410388
125422,749,383002,1,7044.25,11.7,0,11,0,11495,105578
137940,694,654037,3,6649.24,14.8,18,9,0,35777,112596
49478,727,1263576,4,18953.64,12.9,36,9,0,93062,333608
152900,7280,1150773,10,8189.76,18.7,0,16,1,73682,389598
66418,691,1433987,10,836.57,8,49,2,0,17917,24354
52470,748,1529462,4,23451.7,16.8,0,23,0,52858,861938
219186,701,1362946,7,11244.2,13,0,9,2,151468,310992
259160,,,2,28724.58,21.2,62,13,0,343577,541992
133496,724,1940869,3,45448.76,17.8,0,11,0,1166657,1680184
174152,707,420736,10,8730.31,16.4,0,13,0,216144,1074106
663630,716,2101495,4,25568.11,14.5,49,10,0,276811,384780
22506,698,116603,7,1865.61,31.5,0,7,0,66177,215842
144100,735,1299030,2,5932.18,17.2,77,4,0,33668,229262
156288,731,655633,0,8577.74,23.4,0,7,1,108281,332552
442552,6450,1091569,1,14281.35,13,0,13,0,352450,477862
99999999,730,815404,10,1766.62,11,46,7,0,82289,233574
111100,710,1535200,1,18230.5,20.3,18,6,0,33383,62260
446380,,,10,19061.56,20.5,14,7,0,67697,258698
451616,747,1485800,1,6698.45,13.9,11,12,0,208810,869704
266860,,,7,15255.29,20.5,0,12,0,235809,590986
430980,728,1423024,8,20634,17.8,0,6,0,18449,62458
447216,,,1,22401.38,22.6,41,11,0,218462,422290
412764,636,1541052,7,14652.8,12.5,33,9,0,198246,337546
65978,714,740848,6,1636.09,23.2,6,3,0,67602,96756
99999999,716,806132,3,7255.15,21.4,0,9,1,128345,240086
50490,702,300105,8,7077.5,18.3,64,10,1,39159,412258
135124,747,1487681,4,4512.69,13,0,8,0,180405,421146
99999999,676,1831391,10,30675.69,28,0,19,0,1406532,2134484
54868,716,1194017,9,8109.39,14.5,0,4,1,79496,116358
99999999,717,946181,3,13956.07,21,0,7,0,297426,384362
325688,,,10,21720.04,33.7,36,12,0,142006,297330
296098,648,789697,8,15070.04,12.3,49,8,0,53599,152504
219164,698,1041029,9,31491.17,16,63,14,0,95000,219120
152174,,,2,20778.59,20,44,12,0,105507,289476
221210,738,809457,10,14637.6,17.1,79,5,0,55442,168058
66198,739,743147,5,21365.5,26.4,72,12,0,140999,589424
399564,,,2,11181.31,15,27,16,0,321613,1185998
173448,,,3,9354.46,21.5,32,6,0,116736,344784
317856,669,940120,1,24208.09,12.8,0,10,0,467248,681384
217866,745,1505256,10,20571.68,19.7,0,17,0,115900,335522
157476,698,1359925,3,11287.33,7.1,0,9,0,129903,317350
21560,675,689073,10,1584.98,11.8,0,3,0,60648,135806
131472,724,1533072,10,16480.6,21.4,34,7,0,133703,352660
752906,714,2322275,3,49154.71,23.5,24,22,0,1248015,1831522
196724,,,4,14433.92,19.5,35,16,1,328757,454234
528506,,,10,33152.53,16.5,0,15,0,277647,751102
112354,732,640414,9,7684.93,10.1,12,15,0,157092,455884
99999999,747,2595267,1,9775.5,17.3,0,16,0,68704,1808070
260678,722,776340,10,18696.76,15.1,0,10,0,180880,321222
100980,,,6,6950.39,23.7,12,10,1,72048,343288
99999999,731,1478979,1,13187.52,14.5,70,9,0,58710,117810
388388,,,10,9685.63,17.1,0,13,1,47405,363550
286968,,,2,13265.8,16.1,8,12,0,288477,558580
376640,671,1412175,2,8308.32,9.1,80,8,0,92283,137324
130966,731,867179,10,10630.12,18,0,13,0,265544,436766
99999999,695,1743858,5,26593.73,13.6,0,13,0,242307,509190
657030,7410,1891450,10,20963.46,27.1,4,13,0,630895,1375704
390852,725,2437890,10,36771.46,13.3,60,11,0,255227,549296
478720,,,3,31725.63,12.8,0,20,0,372229,1231428
449152,712,969760,2,21981.1,21.5,79,10,0,296799,446908
562430,,,5,44169.49,19.3,0,17,0,1286414,2284568
224224,,,10,12780.73,16.7,0,14,1,32965,448976
415712,746,1530545,9,8762.42,23.8,0,4,0,1480366,1845118
511610,6000,1273133,10,25250.62,15.1,39,9,0,815537,4944016
99999999,745,790267,9,14290.47,16,0,6,0,27360,181016
216370,,,2,10121.87,18.1,0,7,0,302860,1034418
58300,,,1,31064.81,17,55,16,0,105982,958804
346016,746,1774315,3,31346.2,13,65,7,0,304874,423808
419672,,,10,6808.84,31.9,28,5,0,106609,156266
220572,,,10,1813.55,21.8,0,7,0,88578,727430
89276,722,1002326,2,6323.01,13.8,0,12,0,120175,497002
99999999,733,2851710,8,16706.32,16.5,0,15,0,1442233,19194758
99999999,689,1522907,10,38834.29,22.5,0,7,0,1032080,1198626
766238,745,3573406,10,19743.09,27.4,0,40,0,738606,1926166
110550,695,1718550,1,19190.57,17.8,0,11,0,266342,671880
108372,,,10,25807.89,26,46,15,0,729125,1189078
312774,734,573705,10,8223.2,10.6,0,8,0,317072,413424
100232,725,1250314,10,16670.98,21.1,21,11,0,108623,235972
145310,,,2,2405.02,23.7,31,4,0,65189,157894
235686,709,1444228,10,32374.86,14.8,0,20,0,432782,876084
161084,736,775295,3,12081.72,16.9,0,12,1,404909,1180938
81752,,,0,6092.73,9.7,0,12,0,148713,255486
505780,7390,1042283,2,14592,12.5,40,5,0,321974,401720
215226,746,1263956,10,18959.53,17.8,25,8,0,183198,361372
359172,739,2520388,3,24363.89,18.9,0,12,0,228646,444202
99999999,697,942115,6,13189.61,8.8,0,9,0,149017,213818
676434,692,3407802,10,25501.61,21.4,15,11,0,838850,1044384
552926,699,3129604,10,42510.6,21.2,0,10,1,14991,39820
438174,747,2009364,1,15053.51,20,0,8,0,227943,310134
223586,705,1264640,7,17178.09,9.5,0,9,0,77501,96888
174548,745,659547,3,7749.72,14,0,6,0,333165,551892
110308,750,743508,1,4330.86,16.9,0,6,0,98800,228338
330792,739,990375,10,19064.6,17.8,0,10,0,548055,696586
128920,,,1,8466.78,41.6,25,5,0,220001,602206
416240,,,9,23989.21,27.2,11,9,0,86773,410058
348414,725,1410465,10,22097.38,15.3,33,9,0,271244,444224
99999999,738,1710114,10,26364.02,14.7,0,9,0,600685,714120
111298,732,1153338,6,5439.89,14.6,13,8,0,50236,293722
265716,700,956175,5,11075.67,18.1,14,6,1,134216,217052
378444,675,1441967,10,14179.32,15.3,6,15,0,313785,507452
180290,,,1,14052.78,29.5,0,9,9,119586,222970
176066,739,678490,10,8594.27,25.5,48,7,0,112461,180356
67430,728,660022,1,9735.22,11.3,5,18,0,127585,396022
141724,,,8,3860.04,12.9,22,10,0,117914,500104
221012,740,1212048,8,10100.4,22.5,0,10,1,396245,804958
222552,729,1876877,3,20817.54,22,35,16,0,401394,906004
99999999,745,2233488,6,29593.64,10.5,0,11,0,409792,659010
99999999,747,1305832,1,14037.58,17.3,18,7,0,245309,458106
110990,720,841662,10,13747.07,26,0,5,1,13699,33726
274296,,,1,14311.94,22.8,12,10,0,417278,606980
226160,714,710239,2,15861.96,12.8,0,5,0,161329,205502
99999999,744,2699102,1,25416.49,15.4,0,12,0,540170,1216842
222266,735,959785,3,7814.13,10,0,9,0,297844,382338
99999999,750,1316282,3,14259.88,27.1,0,9,0,8322,741378
176638,741,2288208,7,14568.25,8.5,0,7,0,155135,295944
184800,729,472207,3,8971.8,5.5,0,7,0,62415,100650
79200,,,1,18954.4,6.5,44,7,0,46683,129954
143462,694,1032574,3,17381.39,14.1,0,14,2,21204,63074
99999999,737,2368597,10,18810.57,32.1,44,14,0,148827,197406
337392,742,2470931,10,41594.04,27.7,7,11,0,187397,244640
125598,694,1278320,10,36325.72,15.3,45,17,0,380646,508948
129514,693,1230307,0,21632.83,39.4,16,12,0,412946,537262
65626,695,906889,3,17760.06,19.5,0,11,0,87096,133408
99999999,729,1664400,10,6269.24,21.6,13,10,1,137370,345774
436304,747,1695636,10,23738.98,18.5,36,13,0,205333,1206920
99999999,741,2071627,8,7664.98,14.3,0,9,0,178353,374110
26202,737,1225747,9,2543.53,18.3,22,3,0,125077,237820
